,newspaper,category,title,keywords,summary,text
130,abc,politics,"California wildfire, Midwest flooding, new view of galaxies; This Week in Pictures","['pictures', 'week', 'ky', 'klamath', 'aug', '2022', 'california', 'yreka', 'galaxies', 'louis', 'wildfire', 'getty', 'david', 'flooding', 'national', '31', 'midwest', 'view']","David McNew/AFP via Getty ImagesA kitten with singed whiskers that survived the McKinney Fire hides in rocks in the Klamath National Forest northwest of Yreka, Calif., on July 31, 2022.
David McNew/AFP via Getty ImagesThis aerial view shows Kenya's Deputy President and presidential candidate William Ruto speaking to supporters from a car during his rally in Thika, Kenya, on Aug. 3, 2022.
Yasuyoshi Chiba/AFP via Getty ImagesFans hold up the flashlights on their smartphones as Puerto Rican musician Mora performs in Miami, on July 31, 2022.
Hannah Mckay/ReutersAn aerial picture taken with a drone shows farmlands in Suloszowa village, southern Poland, Aug. 3, 2022.
Ryan C. Hermens/Lexington Herald-Leader via ZUMA Press WireDudley Wilson walks through shelving full of archival items damaged by flooding at Appalshop, a media, arts and education center, in Whitesburg, Ky., July 31, 2022.","ABC News photo editors chose some of their favorite news images of the week for this collection.<br><br>A deer walks through smoke in the community of Klamath River, which burned in the McKinney Fire in Klamath National Forest, northwest of Yreka, Calif., on July 31, 2022. David McNew/AFP via Getty Images

A kitten with singed whiskers that survived the McKinney Fire hides in rocks in the Klamath National Forest northwest of Yreka, Calif., on July 31, 2022. David McNew/AFP via Getty Images

This aerial view shows Kenya's Deputy President and presidential candidate William Ruto speaking to supporters from a car during his rally in Thika, Kenya, on Aug. 3, 2022. Yasuyoshi Chiba/AFP via Getty Images

Fans hold up the flashlights on their smartphones as Puerto Rican musician Mora performs in Miami, on July 31, 2022. Chandan Khanna/AFP via Getty Images

A young fan watches as Green Bay Packers running back AJ Dillon tries his best to ride her bicycle to training camp, on Aug. 1, 2022, at Ray Nitschke Field in Green Bay, Wis. Dan Powers/USA Today Sports

Wales' Jacob Edwards performs on the parallel bars during the men's gymnastics all-around final at the Commonwealth Games in Birmingham, England, on July 31, 2022. Hannah Mckay/Reuters

An aerial picture taken with a drone shows farmlands in Suloszowa village, southern Poland, Aug. 3, 2022. Lukasz Gagulski/EPA via Shutterstock

Members of the Tennessee Task Force One search and rescue team wade through the debris-filled Troublesome Creek, after a search dog detected the scent of a potential victim in Perry County, Ky., on July 31, 2022. Jeff Faughender/USA Today Network via Reuters

People work to clear a house from a bridge near the Whitesburg Recycling Center in Letcher County, Ky., on July 29, 2022. Ryan C. Hermens/Lexington Herald-Leader via ZUMA Press Wire

Dudley Wilson walks through shelving full of archival items damaged by flooding at Appalshop, a media, arts and education center, in Whitesburg, Ky., July 31, 2022. Jon Cherry/The New York Times via Redux

St. Louis firefighters checks on a car stalled out in chest-deep water floodwater on Goodfellow Boulevard during a thunderstorm on July 28, 2022, in St. Louis. David Carson/St. Louis Post-Dispatch via AP

Brielle Robinson, 9, is comforted by Sen. Kirsten Gillibrand as she listens to her grandmother Susan Zeier offer remarks about her father, Ohio National Guardsman Sgt. 1st Class Heath Robinson, during a press conference in Washington, D.C., on July 28, 2022. Shutterstock"
131,abc,politics,Abortion in America: A Visual Timeline,"['v', 'roe', 'rights', 'abortions', 'america', 'abortion', 'visual', 'court', 'states', 'supreme', 'act', 'timeline', 'state']","The complicated history of abortion rights in the United States dates back to colonial days and continues to be a controversial issue.
During this period, women seeking an abortion would often travel to a state where abortion was legal to undergo the procedure.
People attend an abortion rights rally protesting the Hyde Amendment and demanding equal rights to abortion, in Boston, 1977.
However, on April 10 of the following year, President Bill Clinton vetoed the 1995 Partial-Birth Abortion Act preventing it from coming into law.
Abortion rights supporters react to the overturning of Roe v Wade outside the United States Supreme Court in Washington, June 24, 2022.","Key moments in the battle for abortion rights in the United States.

The complicated history of abortion rights in the United States dates back to colonial days and continues to be a controversial issue. With the Supreme Court overturning the ruling in the 1973 case of Roe v. Wade, we look back at some of the most significant events in the county’s fight over abortion rights.

A 1754 engraving shows a doctor speaking with patients about abortion. Rischgitz/Getty Images

1800’s:

Connecticut was the first U.S. state to make abortion a criminal offense. This was codified in a state statute in 1821 that punished any person who provided or took poison or “other noxious and destructive substance” with the intent to cause “the miscarriage of any woman, then being quick with child.”

Anti-abortion rights advocate Dr. Horatio Storer is pictured in an undated photo. Published in the book ""Biographical Sketch of Dr. Horatio J. Storer,"" 1855.

In 1857, anti-abortion rights advocate and women’s reproductive health pioneer Dr. Horatio Storer helped start the movement which would later be called the Physicians’ Crusade Against Abortion. Later that year, he led a committee to investigate what he called criminal abortions in the state of Massachusetts, proposing that abortion in all instances was a criminal act and that the law did not go far enough to punish that alleged crime. His actions are considered largely responsible for the increase in law criminalizing abortion in the late 1800s.

The Comstock Act of 1873 made it illegal to send “obscene, lewd or lascivious,” “immoral,” or “indecent” publications through the mail. This included sending any materials containing information connected to contraception or abortions.

1900’s:

By the 1900s, abortion was illegal in every state. The laws varied from state to state, with some allowing for abortion to protect the woman’s life or to terminate pregnancies resulting from rape or incest.

Margaret Sanger is pictured with Fania Mindell inside her Birth Control Clinic in Brownsville, Brooklyn, N.Y., in 1916. Universal History Archive via Getty Images

1920’s to 1940's

In 1921, Margaret Sanger founded the American Birth Control League; the organization would become the Planned Parenthood Federation of America in 1942.

Throughout the Depression years abortions are believed to have increased due to the higher levels of maternal deaths at this time. Countless women died as a result of botched abortions; underground abortion clinics were raided, and doctors arrested.

Hospital attendants remove a woman from an apartment where illegal abortions were performed, in San Francisco, Aug., 1935. Bettmann Archive

The interior of this trailer was used to perform abortions in 1948. Bettmann Archive via Getty Images

Nurse Anna Green and Dr. G.E. Harley have their mug shots taken by police after being arrested for running an abortion clinic in Newark, N.J., Oct. 8, 1936. New York Daily News Archive via Getty Images

1950’s

1955 Planned Parenthood held a conference titled “Abortion in the United States.” Which included testimony from sex researcher Alfred Kinsey, Dr. G. Lotrell Timanus and Planned Parenthod’s then-medical director Mary Calderone. A record of the conference is published in 1958, launching a national discussion on reformed abortion laws.

1960’s

The arrival of the Equal Rights Movement to the political stage included a push to demand more rights for women. Legal access to contraception and abortion were on the agenda. President John F. Kennedy formed the Commission on the Status of Women (PCSW) which was established to advise the President of the United States on issues concerning women.

President Kennedy meets at The White House with Eleanor Roosevelt, Rep. Edith Green and other members of the Presidential Advisory Council on the Status of Women, on Jan. 12, 1962, in Washington, D.C. Bettmann Archive/Getty Images

There were many advances toward abortion rights in the 1960s include the establishment of The Society for Human Abortion in San Francisco in 1963, which challenged the law by openly providing information on abortion and conception.

In 1967, Colorado became the first state to decriminalize abortion in cases of rape, incest, or in which pregnancy would lead to permanent physical disability of the woman. Similar laws were later passed in California, Oregon and North Carolina.

1970’s

Individual states continued to expand abortion rights throughout the United States. Hawaii became the first state to fully legalize abortions at the request of the woman in 1970. In the same year, New York allowed abortions up to the 24th week of pregnancy and similar laws were soon passed in Alaska and Washington.

A clinic member shows a patient a model of the female reproductive system in the waiting room of the Women's Medical Services abortion clinic in New York, on July 7, 1971. Bettmann Archive via Getty Images

In 1971, the groundbreaking court case known as Roe v. Wade was brought in front of the Supreme Court. An unmarried pregnant woman from Texas referred to in court documents as “Jane Roe” challenged a state law that makes it illegal for a doctor to perform an abortion unless a woman’s life is at stake. The woman was later identified as Norma McCorvey.

Demonstrators participating in a rally to repeal all anti-abortion laws and demand a woman's right to choose, march to the U.S. Capitol on Nov. 20, 1971, in Washington, D.C. AP

By the end of 1972, 13 states had more inclusive abortion laws similar to those passed in Colorado in 1967, while Mississippi allowed abortion in cases of rape or incest only, and Alabama and Massachusetts allowed abortions only in cases where the woman's physical health was endangered. During this period, women seeking an abortion would often travel to a state where abortion was legal to undergo the procedure.

In 1973 the Supreme Court decision in the Roe v. Wade case ruled in favor of Roe and abortion was legalized throughout the United States.

In 1976, Congress passed the Hyde Amendment, banning the use of Medicaid and other federal funds for abortions.

People attend an abortion rights rally protesting the Hyde Amendment and demanding equal rights to abortion, in Boston, 1977. Spencer Grant/Getty Images

1980’s

In 1981, with the Bellotti v. Baird case, the Supreme Court ruled that pregnant minors can petition the court for permission to have an abortion without parental notification.

With the Webster v. Reproductive Health Services case, heard in 1989, the Supreme Court upheld a Missouri law that imposed restrictions on the use of state funds, facilities, and employees in performing, assisting with, or counseling abortions. This allowed for states to legislate in a way that had previously been thought to be illegal under Roe v Wade.

Pro-choice and anti-abortion demonstrators protest outside the U.S. Supreme Court on the day of the opening arguments in the Webster v Reproductive Health Services case, in Washington, D.C., April 26, 1989. Mark Reinstein/Getty Images

1990’s

President Bill Clinton signed the Freedom of Access to Clinics Act, on May 26, 1994. The Act makes it a federal crime to physically obstruct the entrance to a clinic or to use force, the threat of force, or physical obstruction, such as a sit-in, to interfere with, injure, or intimidate clinic workers or women seeking abortions or other reproductive health services.

President Bill Clinton reacts after signing legislation making it a federal crime to block access to abortion clinics, in the Roosevelt Room at the White House, on May 26, 1994. J. David Ake/AFP via Getty Images

In 1995, Congress passed the HR 1833 Bill, also know as Partial-Birth Abortion Act, which makes it illegal for any doctor to knowingly perform a partial-birth abortion except when necessary to save the mother’s life.

However, on April 10 of the following year, President Bill Clinton vetoed the 1995 Partial-Birth Abortion Act preventing it from coming into law.

2000’s

President George W. Bush signed the Born-Alive Infants Protection Act, on Aug. 5, 2002, affirming legal protection to an infant born alive after a failed attempt at induced abortion.

The following year, the House approved the Partial-Birth Abortion Ban Act, which was signed into law by President George W. Bush on Nov. 5, 2003.

In 2016, the Supreme Court made a ruling on the Whole Woman's Health v. Hellerstedt case. The final decision dictated that Texas could not place restrictions on abortion services that create an undue burden for women seeking an abortion.

Pro-abortion and anti-abortion demonstrators protest outside the U.S. Supreme Court after the leak of a draft majority opinion written by Justice Samuel Alito preparing for a majority of the court to overturn the landmark Roe v. Wade abortion rights decision later this year, in Washington, May 3, 2022. Evelyn Hockstein/Reuters

2022

In May, 2022, a leaked draft opinion by Supreme Court Justice Samuel Alito indicated that the Court would strike down the landmark Roe v. Wade decision, which guaranteed federal constitutional protections of abortion rights.

Abortion rights supporters react to the overturning of Roe v Wade outside the United States Supreme Court in Washington, June 24, 2022. Mary F. Calvert/Reuters

On June 24, the Supreme Court overturned Roe v. Wade leaving abortion decisions up to states, and no longer a constitutional right."
132,abc,politics,Watch ABC News Network Online,"['subscribers', 'abc', 'pricing', 'network', 'live', 'content', 'disney', 'existing', 'tv', 'hulu', 'watch', 'subscriptions', 'online', 'espn']","Live TV is available in the 50 United States and the District of Columbia only.
For Live TV, now with Disney+ and ESPN+: if you already have existing subscription(s) with Disney+ and/or ESPN+, you may sign up without cancelling your existing subscription(s).
Amount charged will be adjusted to account for those existing subscription(s) as long as they are maintained.
Existing subscription(s) with Disney+ and/or ESPN+ will not be changed or replaced by Live TV.
Offer valid for new and eligible returning subscribers (who have not been Hulu subscribers in the past month) only.","18+ only. Any free trials valid for new and eligible returning subscribers only. For personal and non-commercial use only. Live TV is available in the 50 United States and the District of Columbia only. Compatible device and high-speed, broadband Internet connection required. Multiple concurrent streams and HD content may require higher bandwidth. Streaming content may count against your data usage. Location data required to access content. Live TV may vary by subscription and location. Click here to check channel availability in your area. Programming subject to regional availability, blackouts, and device restrictions. Number of permitted concurrent streams will vary based on the terms of your subscription. Cloud DVR storage space is limited. Pricing, channels, features, content, and compatible devices subject to change. Please review our Terms of Use and Privacy Policy.



For Live TV, now with Disney+ and ESPN+: if you already have existing subscription(s) with Disney+ and/or ESPN+, you may sign up without cancelling your existing subscription(s). Amount charged will be adjusted to account for those existing subscription(s) as long as they are maintained. Existing subscription(s) with Disney+ and/or ESPN+ will not be changed or replaced by Live TV. Access content from each service separately, and select ESPN+ content via Hulu. Certain account information provided to Disney+ and/or ESPN+ for activation and administration.



Offer valid for new and eligible returning subscribers (who have not been Hulu subscribers in the past month) only. Not combinable with any free trial of the Hulu (ad-supported) plan or any other promotional offers or pricing (including The Disney Bundle); not redeemable via gift card. Any plan switch after redemption of this offer will result in forfeiture of the discount pricing.

"
133,abc,politics,Do you have a tip that you would like to share with ABC News?,"['video', 'send', 'messages', 'whatsapp', 'read', 'tip', 'share', 'secure', 'abc', 'text', 'contact', 'voice']","ABC News reaches hundreds of millions of Americans every month, far more than any other outlet, making it the country’s number-one news source.
If you have a question or comment about an ABC News program or ABC network show, please call Audience Relations at (818) 460-7477 or contact another department.
ABC News can also be reached through several other channels that provide a more secure pathway for communication.
Confidential Tips ABC News Photo IllustrationSIGNALSignal is an app with end-to-end encryption that allows you to send text, voice, video, document and picture messages.
WHATSAPPWhatsApp, which is owned by Facebook (now Meta), is an app with end-to-end encryption that allows you to send text, voice, video, document and picture messages.","Here are instructions for how to share your information with our journalists.

ABC News reaches hundreds of millions of Americans every month, far more than any other outlet, making it the country’s number-one news source.

Our award-winning investigative journalists cover national security, political corruption, human rights, consumer concerns and other issues for Good Morning America, World News Tonight with David Muir, Nightline, 20/20, and ABC News Live (our 24/7 streaming channel) as well as the network's three digital brands: abcnews.com, goodmorningamerica.com and fivethirtyeight.com.

We encourage anyone to reach out to discuss potential news stories that may be in the public interest. You can reach us via email at news.tips@abc.com or by phone at (212) 456-2828 with the understanding that the information you provide might be used in our broadcasts or other stories.

If you have a question or comment about an ABC News program or ABC network show, please call Audience Relations at (818) 460-7477 or contact another department.

ABC News can also be reached through several other channels that provide a more secure pathway for communication. While no system is 100% secure, using one of the methods listed below can help protect the privacy of your communication to us.

Confidential Tips ABC News Photo Illustration

SIGNAL

Signal is an app with end-to-end encryption that allows you to send text, voice, video, document and picture messages. “We can’t read your messages or see your calls, and no one else [other than the intended recipient] can either,” its developers say.

You can contact us via Signal at (347) 544-2603.

WHATSAPP

WhatsApp, which is owned by Facebook (now Meta), is an app with end-to-end encryption that allows you to send text, voice, video, document and picture messages. “Your messages and calls are secured so only you and the person you’re communicating with can read or listen to them, and nobody in between, not even WhatsApp,” the company says.

You can contact us via WhatsApp at (347) 544-2603.

POSTAL MAIL

ABC News Investigative Unit

7 West 66th St.

New York, NY 10023"
134,abc,politics,Image/Video Solicitation and Rights Confirmation Terms,"['interest', 'rights', 'addedwell', 'successfully', 'breaking', 'aboutturn', 'desktop', 'notify', 'imagevideo', 'notifications', 'terms', 'confirmation', 'solicitation']",Interest Successfully AddedWe'll notify you here with news aboutTurn on desktop notifications for breaking stories about interest?,"Interest Successfully Added

We'll notify you here with news about

Turn on desktop notifications for breaking stories about interest?"
135,abc,politics,Watch ABC News Network Online,"['subscribers', 'abc', 'pricing', 'network', 'live', 'content', 'disney', 'existing', 'tv', 'hulu', 'watch', 'subscriptions', 'online', 'espn']","Live TV is available in the 50 United States and the District of Columbia only.
For Live TV, now with Disney+ and ESPN+: if you already have existing subscription(s) with Disney+ and/or ESPN+, you may sign up without cancelling your existing subscription(s).
Amount charged will be adjusted to account for those existing subscription(s) as long as they are maintained.
Existing subscription(s) with Disney+ and/or ESPN+ will not be changed or replaced by Live TV.
Offer valid for new and eligible returning subscribers (who have not been Hulu subscribers in the past month) only.","18+ only. Any free trials valid for new and eligible returning subscribers only. For personal and non-commercial use only. Live TV is available in the 50 United States and the District of Columbia only. Compatible device and high-speed, broadband Internet connection required. Multiple concurrent streams and HD content may require higher bandwidth. Streaming content may count against your data usage. Location data required to access content. Live TV may vary by subscription and location. Click here to check channel availability in your area. Programming subject to regional availability, blackouts, and device restrictions. Number of permitted concurrent streams will vary based on the terms of your subscription. Cloud DVR storage space is limited. Pricing, channels, features, content, and compatible devices subject to change. Please review our Terms of Use and Privacy Policy.



For Live TV, now with Disney+ and ESPN+: if you already have existing subscription(s) with Disney+ and/or ESPN+, you may sign up without cancelling your existing subscription(s). Amount charged will be adjusted to account for those existing subscription(s) as long as they are maintained. Existing subscription(s) with Disney+ and/or ESPN+ will not be changed or replaced by Live TV. Access content from each service separately, and select ESPN+ content via Hulu. Certain account information provided to Disney+ and/or ESPN+ for activation and administration.



Offer valid for new and eligible returning subscribers (who have not been Hulu subscribers in the past month) only. Not combinable with any free trial of the Hulu (ad-supported) plan or any other promotional offers or pricing (including The Disney Bundle); not redeemable via gift card. Any plan switch after redemption of this offer will result in forfeiture of the discount pricing.

"
136,abc,politics,Video Trump calls FBI search 'unannounced raid on my home',"['video', 'calls', 'sources', 'relation', 'search', 'fbi', 'warrant', 'unannounced', 'raid', 'mishandling', 'trumps', 'president', 'trump']",Trump calls FBI search 'unannounced raid on my home' Sources said the FBI’s search warrant was approved by a federal judge in relation to an investigation into former President Donald Trump’s alleged mishandling of classified information.,Trump calls FBI search 'unannounced raid on my home' Sources said the FBI’s search warrant was approved by a federal judge in relation to an investigation into former President Donald Trump’s alleged mishandling of classified information.
137,abc,politics,Video Voters headed to the polls for primary elections in 4 states,"['video', 'mean', 'elections', 'primary', 'minnesota', 'midterms', 'results', 'voters', 'states', 'polls', 'special', 'headed']","Voters headed to the polls for primary elections in 4 states FiveThirtyEight’s Galen Druke discusses the latest on the primary elections, the special election in Minnesota and what the results could mean for the midterms.","Voters headed to the polls for primary elections in 4 states FiveThirtyEight’s Galen Druke discusses the latest on the primary elections, the special election in Minnesota and what the results could mean for the midterms."
138,abc,politics,Video Schools scramble to keep teachers amid a nationwide shortage,"['video', 'nationwide', 'weingarten', 'schools', 'teachers', 'scramble', 'randi', 'teacher', 'students', 'president', 'amid', 'shortage']","Schools scramble to keep teachers amid a nationwide shortage Randi Weingarten, the president of the American Federation of Teachers, discusses the nationwide teacher shortage and what impact it could have on students.","Schools scramble to keep teachers amid a nationwide shortage Randi Weingarten, the president of the American Federation of Teachers, discusses the nationwide teacher shortage and what impact it could have on students."
139,abc,politics,Video NYC mayor seeks federal help as Texas buses migrants to city,"['video', 'texas', 'mayor', 'migrants', 'help', 'shelter', 'city', 'federal', 'support', 'shortage', 'buses', 'nyc', 'slammed', 'york', 'seeks']","NYC mayor seeks federal help as Texas buses migrants to city Mayor Eric Adams slammed Texas Gov.
Greg Abbott for busing asylum seekers to New York, as the city asks for federal support to deal with a shelter shortage.","NYC mayor seeks federal help as Texas buses migrants to city Mayor Eric Adams slammed Texas Gov. Greg Abbott for busing asylum seekers to New York, as the city asks for federal support to deal with a shelter shortage."
140,abc,politics,Video Jury hears closing arguments in trial of man accused of killing teenage daughters,"['video', 'daughters', 'shooting', 'yaser', 'jury', 'sarah', 'man', 'accused', 'killing', 'hears', 'closing', 'teenage', 'arguments', 'trial']","Jury hears closing arguments in trial of man accused of killing teenage daughters Yaser Said is accused of fatally shooting his two teenage daughters, 18-year-old Amina Said and 17-year-old Sarah Said, in 2008.","Jury hears closing arguments in trial of man accused of killing teenage daughters Yaser Said is accused of fatally shooting his two teenage daughters, 18-year-old Amina Said and 17-year-old Sarah Said, in 2008."
141,abc,politics,"Video Mar-a-Lago raided by FBI agents, former president says","['video', 'removing', 'agents', 'search', 'fbi', 'white', 'warrant', 'raided', 'maralago', 'related', 'sources', 'president', 'trump']","Mar-a-Lago raided by FBI agents, former president says Agents executed a search warrant on Monday, according to sources, and the action was related to Trump allegedly removing documents from the White House when he left office.","Mar-a-Lago raided by FBI agents, former president says Agents executed a search warrant on Monday, according to sources, and the action was related to Trump allegedly removing documents from the White House when he left office."
142,abc,politics,Video Trump's influence on GOP to be tested in Wisconsin primary,"['video', 'wisconsin', 'primary', 'tested', 'influence', 'scott', 'swing', 'republican', 'gop', 'trumps', 'state', 'tuesdays', 'vermont']","Trump's influence on GOP to be tested in Wisconsin primary ABC News' Rachel Scott reports on Tuesday's Republican race for governor in the critical swing state, along with other primary races in Minnesota, Vermont and Connecticut.","Trump's influence on GOP to be tested in Wisconsin primary ABC News' Rachel Scott reports on Tuesday's Republican race for governor in the critical swing state, along with other primary races in Minnesota, Vermont and Connecticut."
143,abc,politics,Video More than 46 million Americans face heat alerts,"['video', 'face', 'million', 'alerts', 'millions', 'americans', '46', 'northeast', 'enduring', 'extended', 'boston', 'issuing', 'cities', 'heat']","More than 46 million Americans face heat alerts Millions in the Northeast are enduring blistering heat, with cities like Boston issuing extended heat advisories.","More than 46 million Americans face heat alerts Millions in the Northeast are enduring blistering heat, with cities like Boston issuing extended heat advisories."
144,abc,politics,Video Heat emergency continues for Northeast,"['video', 'reports', 'meteorologist', 'ginger', 'northeast', 'chief', 'continues', 'relief', 'emergency', 'heat', 'zee']",Heat emergency continues for Northeast ABC News chief meteorologist Ginger Zee reports on when Americans might begin to see relief from the heat.,Heat emergency continues for Northeast ABC News chief meteorologist Ginger Zee reports on when Americans might begin to see relief from the heat.
145,abc,politics,Video UN sounds alarm as missiles fall around nuclear plant in Ukraine,"['video', 'nuclear', 'reports', 'rising', 'near', 'sounds', 'missiles', 'alarm', 'shelling', 'zaporizhzhia', 'ukraine', 'plant', 'potential', 'fall']",UN sounds alarm as missiles fall around nuclear plant in Ukraine Britt Clennett reports on rising concerns of a potential nuclear disaster as shelling continues near Zaporizhzhia.,UN sounds alarm as missiles fall around nuclear plant in Ukraine Britt Clennett reports on rising concerns of a potential nuclear disaster as shelling continues near Zaporizhzhia.
146,abc,politics,Video California teen missing after campground party,"['video', 'teen', 'tahoe', 'placer', 'sheriffs', 'potential', 'california', 'near', 'party', 'missing', 'campground', 'treating', 'rodni']","California teen missing after campground party The Placer County Sheriff's Department is treating the case of Kiely Rodni, 16, as a potential abduction after she disappeared from a campground near Lake Tahoe early Saturday morning.","California teen missing after campground party The Placer County Sheriff's Department is treating the case of Kiely Rodni, 16, as a potential abduction after she disappeared from a campground near Lake Tahoe early Saturday morning."
147,abc,politics,Video National gas price nears $4,"['video', 'nears', 'record', 'nearly', 'high', 'price', 'national', 'lowest', 'hitting', 'early', 'gas']","National gas price nears $4 After hitting a record high of nearly $5.02, the national average is currently at $4.03 — the lowest it's been since early March.","National gas price nears $4 After hitting a record high of nearly $5.02, the national average is currently at $4.03 — the lowest it's been since early March."
148,abc,politics,Video Honoring Olivia Newton-John,"['video', 'role', 'olivia', 'starring', 'newtonjohn', 'worldwide', 'grease', 'honoring', 'gained', 'star', 'morning']","Honoring Olivia Newton-John The award-winning star, who gained worldwide acclaim for her starring role in ""Grease,"" died Monday morning at age 73, according to her family.","Honoring Olivia Newton-John The award-winning star, who gained worldwide acclaim for her starring role in ""Grease,"" died Monday morning at age 73, according to her family."
149,abc,politics,Video 'Grease' co-star remembers Olivia Newton-John,"['video', 'olivia', 'newtonjohn', 'grease', 'memories', 'working', 'friendship', 'played', 'frenchy', 'costar', 'remembers', 'shares']","'Grease' co-star remembers Olivia Newton-John Didi Conn, who played Frenchy in ""Grease,"" shares what it was like working alongside Olivia Newton-John, who died Monday, and some of her fondest memories from their decades-long friendship.","'Grease' co-star remembers Olivia Newton-John Didi Conn, who played Frenchy in ""Grease,"" shares what it was like working alongside Olivia Newton-John, who died Monday, and some of her fondest memories from their decades-long friendship."
150,abc,politics,Video Pfizer announces stage 3 trial for Lyme disease vaccine,"['video', 'lyme', 'announces', 'pfizer', 'nervous', 'untreated', 'stage', 'vaccine', 'disease', 'system', 'spread', 'trial']","Pfizer announces stage 3 trial for Lyme disease vaccine If left untreated, a Lyme disease infection can spread to joints, the heart and the nervous system.","Pfizer announces stage 3 trial for Lyme disease vaccine If left untreated, a Lyme disease infection can spread to joints, the heart and the nervous system."
151,abc,politics,Video How to save on back-to-school shopping,"['video', 'backtoschool', 'school', 'millions', 'rise', 'supplies', 'save', 'soaring', 'parents', 'kids', 'shopping', 'seen']","How to save on back-to-school shopping With millions of kids heading back to the classroom and inflation soaring, parents have seen the cost of school supplies rise this year.","How to save on back-to-school shopping With millions of kids heading back to the classroom and inflation soaring, parents have seen the cost of school supplies rise this year."
152,abc,politics,Video Celebrating Olivia Newton-John's iconic and inspiring moments,"['video', 'left', 'olivia', 'iconic', 'scenes', 'winner', 'inspiring', 'celebrating', 'memorable', 'movie', 'songs', 'moments', 'newtonjohns']","Celebrating Olivia Newton-John's iconic and inspiring moments The late actress and Grammy winner left behind so many memorable movie scenes and songs, and even some inspiring moments on ""GMA.""","Celebrating Olivia Newton-John's iconic and inspiring moments The late actress and Grammy winner left behind so many memorable movie scenes and songs, and even some inspiring moments on ""GMA."""
153,abc,politics,Video Britney Spears back in studio with Elton John,"['video', 'spears', 'reports', 'gma', 'day', 'elton', 'britney', 'john', 'spencer', 'pop', 'lara', 'studio']","Britney Spears back in studio with Elton John Lara Spencer reports the buzziest stories of the day in ""GMA"" Pop News.","Britney Spears back in studio with Elton John Lara Spencer reports the buzziest stories of the day in ""GMA"" Pop News."
154,abc,politics,Video Search of Trump estate ‘extraordinary’ but not surprising: Former prosecutor,"['video', 'prosecutor', 'spoke', 'searching', 'search', 'extraordinary', 'surprising', 'estate', 'significance', 'trumps', 'president', 'trump']",Search of Trump estate ‘extraordinary’ but not surprising: Former prosecutor ABC News’ Linsey Davis spoke to former federal prosecutor Kan Nawaday about the significance of the FBI searching former President Donald Trump’s Mar-a-Lago estate.,Search of Trump estate ‘extraordinary’ but not surprising: Former prosecutor ABC News’ Linsey Davis spoke to former federal prosecutor Kan Nawaday about the significance of the FBI searching former President Donald Trump’s Mar-a-Lago estate.
155,abc,politics,Video Republican candidates supporting stolen election myth advance to general election,"['video', 'stolen', 'candidates', 'lie', 'midterm', 'republican', 'supporting', 'trumps', 'myth', 'president', 'advance', 'election', 'general']",Republican candidates supporting stolen election myth advance to general election More than a hundred Republican candidates espousing former President Trump’s lie that the 2020 election was stolen from him have made it onto the November midterm election ballots.,Republican candidates supporting stolen election myth advance to general election More than a hundred Republican candidates espousing former President Trump’s lie that the 2020 election was stolen from him have made it onto the November midterm election ballots.
156,abc,politics,Video Bad Bunny and Brad Pitt discuss the joy of collaboration in new film “Bullet Train”,"['video', 'bullet', 'discuss', 'bad', 'working', 'bunny', 'train', 'collaboration', 'brad', 'pitt', 'joy', 'film']","Bad Bunny and Brad Pitt discuss the joy of collaboration in new film “Bullet Train” Actors Brad Pitt, Brian Tyree Henry, Joey King, Puerto Rican pop star Bad Bunny, and more cast members discuss the joy of working together in the new film “Bullet Train.”","Bad Bunny and Brad Pitt discuss the joy of collaboration in new film “Bullet Train” Actors Brad Pitt, Brian Tyree Henry, Joey King, Puerto Rican pop star Bad Bunny, and more cast members discuss the joy of working together in the new film “Bullet Train.”"
157,abc,politics,"Video Trump's Mar-a-Lago estate raided by FBI agents, sources confirm","['video', 'sources', 'agents', 'fbi', 'multiple', 'estate', 'raided', 'confirm', 'maralago', 'trumps', 'president']","Trump's Mar-a-Lago estate raided by FBI agents, sources confirm Multiple sources confirm to ABC News that former President Donald Trump's Mar-a-Lago estate was raided by FBI agents on Monday.","Trump's Mar-a-Lago estate raided by FBI agents, sources confirm Multiple sources confirm to ABC News that former President Donald Trump's Mar-a-Lago estate was raided by FBI agents on Monday."
158,abc,politics,Video Can smart gun technology potentially reduce firearm dangers?,"['video', 'dangers', 'reports', 'technology', 'gunrelated', 'reduce', 'firearm', 'smart', 'gun', 'ike', 'potential', 'potentially']","Can smart gun technology potentially reduce firearm dangers?
ABC News’ Ike Ejiochi reports on smart gun technology and its potential to reduce gun-related deaths in the U.S.",Can smart gun technology potentially reduce firearm dangers? ABC News’ Ike Ejiochi reports on smart gun technology and its potential to reduce gun-related deaths in the U.S.
159,abc,politics,Video ‘We’re seeing prices drop’: Travel expert on finding late summer and fall deals,"['video', 'managing', 'drop', 'travel', 'spoke', 'expert', 'summer', 'finding', 'prices', 'late', 'deals', 'seeing', 'secure', 'fall', 'points']","‘We’re seeing prices drop’: Travel expert on finding late summer and fall deals ABC News’ Linsey Davis spoke with The Points Guy managing editor Clint Henderson on travel bargains as we move into the fall, and how to secure the best deals.","‘We’re seeing prices drop’: Travel expert on finding late summer and fall deals ABC News’ Linsey Davis spoke with The Points Guy managing editor Clint Henderson on travel bargains as we move into the fall, and how to secure the best deals."
